name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id,type
"SPEAKER, The",N/A,2002-05-27,"—I inform the House of the death on Tuesday, 14 May 2002 of Colin Lawrence Carige, a member of this House for the Division of Capricornia from 1975 to 1977. As a mark of respect to the memory of Colin Carige, I invite honourable members to rise in their places.
Honourable members having stood in their places—
—I thank the House.",REPS,<title>CONDOLENCES</title>,"<title>Carige, Mr Colin Lawrence</title>",Condolences,0,1,speech
