name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Abetz, E.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Bishop, T.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Boswell, R.L.D.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Brandis, G.H.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Buckland, G.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Campbell, G.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Carr, K.J.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Cook, P.F.S.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Coonan, H.L. *",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Cooney, B.C.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Crane, A.W.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Crossin, P.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Denman, K.J.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Eggleston, A.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Evans, C.V.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Ferguson, A.B.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Ferris, J.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Forshaw, M.G.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Gibbs, B.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Gibson, B.F.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Harris, L.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Hill, R.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Hogg, J.J.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Hutchins, S.P.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Knowles, S.C.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Lightfoot, P.R.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Ludwig, J.W.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Lundy, K.A.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Macdonald, J.A.L.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Mackay, S.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Mason, B.J.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"McGauran, J.J.J.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"McKiernan, J.P.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"McLucas, J.E.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Murphy, S.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"O'Brien, K.W.K.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Patterson, K.C.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Payne, M.A.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Ray, R.F.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Reid, M.E.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Schacht, C.C.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Tambling, G.E.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Tchen, T.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Tierney, J.W.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Troeth, J.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Watson, J.O.W.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"West, S.M.",aye,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Bartlett, A.J.J.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Bourne, V.W. *",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Brown, B.J.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Cherry, J.C.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Greig, B.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Harradine, B.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Murray, A.J.M.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Ridgeway, A.D.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Stott Despoja, N.",no,Hours of Meeting and Routine of Business,BUSINESS,2001-09-24,SENATE,Business,1,1,0
"Allison, L.F.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Bartlett, A.J.J.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Bourne, V.W. *",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Brown, B.J.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Cherry, J.C.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Greig, B.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Lees, M.H.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Murray, A.J.M.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Ridgeway, A.D.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Stott Despoja, N.",aye,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Abetz, E.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Bishop, T.M.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Boswell, R.L.D.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Brandis, G.H.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Buckland, G.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Calvert, P.H.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Campbell, G.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Carr, K.J.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Collins, J.M.A.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Conroy, S.M.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Cook, P.F.S.",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
"Coonan, H.L. *",no,United States of America: Terrorist Attacks,MATTERS OF URGENCY,2001-09-24,SENATE,Matters of Urgency,16,1,0
