name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Abetz, E.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Adams, J.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Barnett, G.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Boswell, R.L.D.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Brandis, G.H.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Calvert, P.H.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Chapman, H.G.P.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Colbeck, R.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Eggleston, A.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Ellison, C.M.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Ferguson, A.B.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Ferris, J.M.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Fierravanti-Wells, C.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Fifield, M.P.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Heffernan, W.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Humphries, G.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Johnston, D.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Joyce, B.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Kemp, C.R.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Lightfoot, P.R.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Macdonald, J.A.L.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Mason, B.J.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"McGauran, J.J.J. *",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Minchin, N.H.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Nash, F.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Parry, S.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Payne, M.A.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Ronaldson, M.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Santoro, S.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Scullion, N.G.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Troeth, J.M.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Trood, R.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Vanstone, A.E.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Watson, J.O.W.",aye,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Allison, L.F.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Bartlett, A.J.J.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Bishop, T.M.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Brown, B.J.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Brown, C.L.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Conroy, S.M.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Evans, C.V.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Faulkner, J.P.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Fielding, S.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Forshaw, M.G.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Hogg, J.J.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Hurley, A.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Hutchins, S.P.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Kirk, L.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
"Ludwig, J.W.",no,Consideration of Legislation,BUSINESS,2005-09-12,SENATE,Business,20,1,0
