name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Brown, B.J.",aye,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Ludlam, S.",aye,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Milne, C.",aye,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Siewert, R. *",aye,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Adams, J. *",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Arbib, M.V.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Back, C.J.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Bilyk, C.L.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Birmingham, S.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Bishop, T.M.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Boswell, R.L.D.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Boyce, S.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Brown, C.L.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Cameron, D.N.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Colbeck, R.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Collins, J.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Crossin, P.M.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Farrell, D.E.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Feeney, D.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Ferguson, A.B.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Fielding, S.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Forshaw, M.G.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Furner, M.L.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Hurley, A.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Hutchins, S.P.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Kroger, H.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Lundy, K.A.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Marshall, G.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"McLucas, J.E.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Moore, C.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"O’Brien, K.W.K.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Parry, S.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Pratt, L.C.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Scullion, N.G.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Stephens, U.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Sterle, G.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Troeth, J.M.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Wong, P.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Wortley, D.",no,Second Reading,RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010,2010-06-21,SENATE,Bills,19,1,0
"Brown, B.J.",aye,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Ludlam, S.",aye,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Milne, C.",aye,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Siewert, R. *",aye,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Adams, J.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Back, C.J.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Bilyk, C.L.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Bishop, T.M.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Boyce, S.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Brandis, G.H.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Brown, C.L.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Cameron, D.N.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Carr, K.J.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Cash, M.C.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Colbeck, R.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Cormann, M.H.P.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Crossin, P.M.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Farrell, D.E.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Feeney, D.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Ferguson, A.B.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
"Fielding, S.",no,Second Reading,SOCIAL SECURITY AND OTHER LEGISLATION AMENDMENT (WELFARE REFORM AND REINSTATEMENT OF RACIAL DISCRIMINATION ACT) BILL 2009,2010-06-21,SENATE,Bills,23,1,0
