name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Alexander, JG",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Andrews, KJ",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Andrews, KL",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Baldwin, RC",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Billson, BF",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Bishop, JI",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Briggs, JE",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Broad, AJ",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Broadbent, RE",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Brough, MT",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Buchholz, S (teller)",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Chester, D",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Christensen, GR",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Ciobo, SM",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Cobb, JK",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Coleman, DB",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Coulton, M (teller)",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Dutton, PC",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Entsch, WG",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Fletcher, PW",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Frydenberg, JA",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Gambaro, T",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Gillespie, DA",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Goodenough, IR",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Griggs, NL",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
"Hartsuyker, L",aye,Second Reading,"Social Services and Other Legislation Amendment (2014 Budget Measures No. 1) Bill 2014, Social Services and Other Legislation Amendment (2014 Budget Measures No. 2) Bill 2014",2014-06-24,HoR,BILLS,15,1,0
