name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Abbott, A. J. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Andren, P. J.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Andrew, J. N. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Andrews, K. J.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Anthony, L. J. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Bailey, F. E.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Baldwin, R. C. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Barresi, P. A.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Bartlett, K. J. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Billson, B. F.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Bishop, B. K. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Broadbent, R. E.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Brough, M. T. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Cadman, A. G.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Cameron, E. H. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Cameron, R. A.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Campbell, G. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Causley, I. R.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Charles, R. E. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Costello, P. H.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Dondas, N. M. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Downer, A. J. G.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Draper, P. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Entsch, W. G.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Evans, R. D. C. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Fahey, J. J.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Fischer, T. A. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Forrest, J. A.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Gallus, C. A. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Gambaro, T.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Gash, J. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Georgiou, P.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Grace, E. J. ",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
"Hardgrave, G. D.",aye,Second Reading,REGIONAL FOREST AGREEMENTS BILL 1998,1998-07-15,REPS,Bills,3,1,0
