name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Alexander, JG",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Andrews, KJ",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Andrews, KL",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Baldwin, RC",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Billson, BF",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Bishop, BK",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Bishop, JI",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Briggs, JE",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Broadbent, RE",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
"Buchholz, S",aye,Consideration in Detail,"Education Services for Overseas Students Legislation Amendment (Tuition Protection Service and Other Measures) Bill 2011, Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Bill 2011, Education Services for Overseas Students (TPS Levies) Bill 2011",2011-11-03,HoR,BILLS,3,1,0
